Order_ID,Order_Date,Customer_ID,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Cost,Sales,Profit,Region,State
ORD00054,2025-06-22,C1090,P018,Water Bottle,Home & Kitchen,1,800,0.05,350,760.0,410.0,East,West Bengal
ORD00055,2025-01-13,C0480,P011,Office Chair,Furniture,1,12000,0.15,8000,10200.0,2200.0,Central,Madhya Pradesh
ORD00056,2025-09-10,C0863,P019,Cookware Set,Home & Kitchen,2,4200,0.05,5000,7980.0,2980.0,East,Bihar
ORD00057,2025-12-31,C0459,P002,Smartphone X,Electronics,2,32000,0.1,50000,57600.0,7600.0,South,Telangana
ORD00058,2025-10-08,C1366,P004,Mechanical Keyboard,Electronics,1,4500,0.05,2800,4275.0,1475.0,South,Telangana
ORD00059,2025-04-23,C1731,P002,Smartphone X,Electronics,2,32000,0.05,50000,60800.0,10800.0,East,West Bengal
ORD00060,2025-08-27,C0626,P007,Denim Jacket,Fashion,2,3200,0.1,3800,5760.0,1960.0,South,Telangana
ORD00061,2025-05-19,C0159,P008,Cotton T-Shirt,Fashion,4,900,0.05,1800,3420.0,1620.0,Central,Chhattisgarh
ORD00062,2025-07-01,C0161,P006,Running Shoes,Fashion,2,4200,0.0,5000,8400.0,3400.0,North,Delhi
ORD00063,2025-12-22,C1278,P017,Mixer Grinder,Home Appliances,2,6200,0.1,7800,11160.0,3360.0,Northeast,Assam
ORD00064,2025-09-14,C1921,P007,Denim Jacket,Fashion,1,3200,0.15,1900,2720.0,820.0,Central,Chhattisgarh
ORD00065,2025-01-28,C0940,P006,Running Shoes,Fashion,4,4200,0.05,10000,15960.0,5960.0,West,Rajasthan
ORD00066,2025-09-01,C1551,P010,Smart Watch,Electronics,1,7500,0.05,4800,7125.0,2325.0,North,Uttar Pradesh
ORD00067,2025-01-03,C1573,P003,Wireless Earbuds,Electronics,3,3500,0.0,6300,10500.0,4200.0,South,Tamil Nadu
ORD00068,2025-01-24,C0155,P017,Mixer Grinder,Home Appliances,1,6200,0.0,3900,6200.0,2300.0,South,Kerala
ORD00069,2025-05-28,C0486,P002,Smartphone X,Electronics,1,32000,0.2,25000,25600.0,600.0,South,Tamil Nadu
ORD00070,2025-12-13,C0432,P020,Bluetooth Speaker,Electronics,1,2800,0.15,1600,2380.0,780.0,West,Goa
ORD00071,2025-02-02,C1051,P016,Air Fryer,Home Appliances,4,8500,0.25,21600,25500.0,3900.0,South,Kerala
ORD00072,2025-10-21,C1004,P004,Mechanical Keyboard,Electronics,1,4500,0.15,2800,3825.0,1025.0,Central,Chhattisgarh
ORD00073,2025-08-12,C1036,P001,Laptop Pro 14,Electronics,2,65000,0.15,100000,110500.0,10500.0,West,Goa
ORD00074,2025-10-12,C0067,P017,Mixer Grinder,Home Appliances,2,6200,0.05,7800,11780.0,3980.0,North,Haryana
ORD00075,2025-10-04,C0542,P014,LED Desk Lamp,Furniture,1,1800,0.0,900,1800.0,900.0,Central,Chhattisgarh
ORD00076,2025-06-30,C0096,P015,Coffee Maker,Home Appliances,4,5500,0.15,13600,18700.0,5100.0,Northeast,Assam
ORD00077,2025-10-12,C0215,P016,Air Fryer,Home Appliances,2,8500,0.0,10800,17000.0,6200.0,North,Haryana
ORD00078,2025-07-19,C0194,P002,Smartphone X,Electronics,1,32000,0.15,25000,27200.0,2200.0,North,Uttar Pradesh
ORD00079,2025-08-21,C1671,P007,Denim Jacket,Fashion,1,3200,0.25,1900,2400.0,500.0,North,Delhi
ORD00080,2025-02-14,C1314,P003,Wireless Earbuds,Electronics,1,3500,0.2,2100,2800.0,700.0,West,Gujarat
ORD00081,2025-12-30,C1568,P018,Water Bottle,Home & Kitchen,1,800,0.1,350,720.0,370.0,East,Bihar
ORD00082,2025-10-04,C0885,P012,Study Table,Furniture,2,8500,0.15,11200,14450.0,3250.0,South,Karnataka
ORD00083,2025-02-19,C0039,P007,Denim Jacket,Fashion,1,3200,0.05,1900,3040.0,1140.0,Central,Madhya Pradesh
ORD00084,2025-04-02,C1888,P002,Smartphone X,Electronics,2,32000,0.0,50000,64000.0,14000.0,South,Tamil Nadu
ORD00085,2025-12-07,C0939,P006,Running Shoes,Fashion,4,4200,0.05,10000,15960.0,5960.0,North,Uttar Pradesh
ORD00086,2025-03-14,C0939,P007,Denim Jacket,Fashion,2,3200,0.0,3800,6400.0,2600.0,North,Haryana
ORD00087,2025-07-27,C0206,P015,Coffee Maker,Home Appliances,2,5500,0.2,6800,8800.0,2000.0,West,Goa
ORD00088,2025-07-22,C1923,P013,Bookshelf,Furniture,2,6500,0.05,8400,12350.0,3950.0,South,Andhra Pradesh
ORD00089,2025-07-30,C0942,P018,Water Bottle,Home & Kitchen,1,800,0.1,350,720.0,370.0,West,Maharashtra
ORD00090,2025-09-16,C1952,P009,Backpack,Fashion,2,1800,0.25,1900,2700.0,800.0,Central,Madhya Pradesh
ORD00091,2025-02-14,C0555,P003,Wireless Earbuds,Electronics,1,3500,0.15,2100,2975.0,875.0,North,Uttar Pradesh
ORD00092,2025-10-15,C0484,P014,LED Desk Lamp,Furniture,2,1800,0.1,1800,3240.0,1440.0,South,Kerala
ORD00093,2025-03-10,C1361,P016,Air Fryer,Home Appliances,2,8500,0.05,10800,16150.0,5350.0,East,Odisha
ORD00094,2025-12-17,C1520,P011,Office Chair,Furniture,5,12000,0.0,40000,60000.0,20000.0,East,Bihar
ORD00095,2025-04-29,C0771,P016,Air Fryer,Home Appliances,1,8500,0.15,5400,7225.0,1825.0,South,Karnataka
ORD00096,2025-04-03,C0249,P009,Backpack,Fashion,2,1800,0.1,1900,3240.0,1340.0,West,Maharashtra
ORD00097,2025-10-30,C1098,P010,Smart Watch,Electronics,2,7500,0.05,9600,14250.0,4650.0,West,Gujarat
ORD00098,2025-07-22,C0373,P008,Cotton T-Shirt,Fashion,3,900,0.2,1350,2160.0,810.0,South,Tamil Nadu
ORD00099,2025-04-04,C1855,P001,Laptop Pro 14,Electronics,5,65000,0.1,250000,292500.0,42500.0,East,Bihar
ORD00100,2025-12-06,C0879,P003,Wireless Earbuds,Electronics,1,3500,0.05,2100,3325.0,1225.0,West,Rajasthan
ORD00101,2025-04-16,C1832,P001,Laptop Pro 14,Electronics,3,65000,0.15,150000,165750.0,15750.0,Central,Madhya Pradesh
ORD00102,2025-10-25,C1810,P013,Bookshelf,Furniture,2,6500,0.0,8400,13000.0,4600.0,Northeast,Assam
ORD00103,2025-11-28,C0835,P006,Running Shoes,Fashion,1,4200,0.1,2500,3780.0,1280.0,North,Punjab
ORD00104,2025-11-07,C0871,P009,Backpack,Fashion,3,1800,0.25,2850,4050.0,1200.0,North,Uttar Pradesh
ORD00105,2025-07-07,C0702,P019,Cookware Set,Home & Kitchen,4,4200,0.1,10000,15120.0,5120.0,West,Goa
ORD00106,2025-02-08,C0138,P005,Monitor 27,Electronics,2,18000,0.1,25000,32400.0,7400.0,West,Rajasthan
ORD00107,2025-05-30,C0948,P008,Cotton T-Shirt,Fashion,1,900,0.15,450,765.0,315.0,East,West Bengal
ORD00108,2025-04-08,C0457,P015,Coffee Maker,Home Appliances,1,5500,0.25,3400,4125.0,725.0,East,Bihar
ORD00109,2025-05-24,C0814,P005,Monitor 27,Electronics,4,18000,0.05,50000,68400.0,18400.0,South,Telangana
ORD00110,2025-02-10,C0823,P002,Smartphone X,Electronics,2,32000,0.0,50000,64000.0,14000.0,North,Haryana
ORD00111,2025-04-19,C0942,P006,Running Shoes,Fashion,3,4200,0.15,7500,10710.0,3210.0,North,Punjab
ORD00112,2025-04-03,C1867,P003,Wireless Earbuds,Electronics,2,3500,0.1,4200,6300.0,2100.0,East,Bihar
ORD00113,2025-04-02,C0444,P019,Cookware Set,Home & Kitchen,2,4200,0.1,5000,7560.0,2560.0,Northeast,Assam
ORD00114,2025-04-05,C0353,P017,Mixer Grinder,Home Appliances,2,6200,0.15,7800,10540.0,2740.0,West,Rajasthan
ORD00115,2025-11-07,C0996,P013,Bookshelf,Furniture,2,6500,0.1,8400,11700.0,3300.0,South,Kerala
ORD00116,2025-09-05,C0794,P018,Water Bottle,Home & Kitchen,2,800,0.0,700,1600.0,900.0,West,Gujarat
ORD00117,2025-10-31,C0411,P017,Mixer Grinder,Home Appliances,2,6200,0.1,7800,11160.0,3360.0,South,Karnataka
ORD00118,2025-07-18,C0678,P004,Mechanical Keyboard,Electronics,1,4500,0.25,2800,3375.0,575.0,North,Uttar Pradesh
ORD00119,2025-07-08,C1814,P018,Water Bottle,Home & Kitchen,2,800,0.05,700,1520.0,820.0,East,West Bengal
ORD00120,2025-07-13,C1562,P010,Smart Watch,Electronics,1,7500,0.15,4800,6375.0,1575.0,North,Uttar Pradesh
ORD00121,2025-03-10,C0453,P017,Mixer Grinder,Home Appliances,1,6200,0.1,3900,5580.0,1680.0,North,Punjab
ORD00122,2025-12-03,C0419,P018,Water Bottle,Home & Kitchen,1,800,0.0,350,800.0,450.0,North,Haryana
ORD00123,2025-04-21,C0450,P006,Running Shoes,Fashion,2,4200,0.2,5000,6720.0,1720.0,East,Odisha
ORD00124,2025-04-27,C0995,P003,Wireless Earbuds,Electronics,1,3500,0.05,2100,3325.0,1225.0,West,Rajasthan
ORD00125,2025-08-27,C1609,P005,Monitor 27,Electronics,2,18000,0.2,25000,28800.0,3800.0,North,Haryana
ORD00126,2025-09-06,C1139,P008,Cotton T-Shirt,Fashion,2,900,0.0,900,1800.0,900.0,West,Gujarat
ORD00127,2025-03-28,C0051,P017,Mixer Grinder,Home Appliances,1,6200,0.15,3900,5270.0,1370.0,South,Tamil Nadu
ORD00128,2025-10-21,C1393,P018,Water Bottle,Home & Kitchen,4,800,0.15,1400,2720.0,1320.0,South,Telangana
ORD00129,2025-04-19,C1938,P001,Laptop Pro 14,Electronics,2,65000,0.15,100000,110500.0,10500.0,North,Uttar Pradesh
ORD00130,2025-10-23,C1707,P010,Smart Watch,Electronics,2,7500,0.15,9600,12750.0,3150.0,West,Gujarat
ORD00131,2025-05-26,C1804,P008,Cotton T-Shirt,Fashion,1,900,0.0,450,900.0,450.0,North,Haryana
ORD00132,2025-01-03,C1539,P005,Monitor 27,Electronics,3,18000,0.1,37500,48600.0,11100.0,North,Delhi
ORD00133,2025-03-05,C0210,P003,Wireless Earbuds,Electronics,1,3500,0.15,2100,2975.0,875.0,South,Kerala
ORD00134,2025-09-28,C0888,P007,Denim Jacket,Fashion,1,3200,0.2,1900,2560.0,660.0,South,Karnataka
ORD00135,2025-05-21,C0998,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,Northeast,Assam
ORD00136,2025-12-16,C1927,P007,Denim Jacket,Fashion,2,3200,0.25,3800,4800.0,1000.0,East,Odisha
ORD00137,2025-09-14,C0993,P010,Smart Watch,Electronics,2,7500,0.0,9600,15000.0,5400.0,Northeast,Assam
ORD00138,2025-01-19,,P014,LED Desk Lamp,Furniture,2,1800,0.1,1800,3240.0,1440.0,South,Andhra Pradesh
ORD00139,2025-09-12,C0850,P007,Denim Jacket,Fashion,3,3200,0.2,5700,7680.0,1980.0,North,Uttar Pradesh
ORD00140,2025-03-27,C1837,P020,Bluetooth Speaker,Electronics,1,2800,0.15,1600,2380.0,780.0,East,Bihar
ORD00141,2025-11-17,C1919,P020,Bluetooth Speaker,Electronics,1,2800,0.15,1600,2380.0,780.0,South,Karnataka
ORD00142,2025-10-12,C1878,P005,Monitor 27,Electronics,2,18000,0.1,25000,32400.0,7400.0,East,West Bengal
ORD00143,2025-11-17,C0627,P009,Backpack,Fashion,2,1800,0.25,1900,2700.0,800.0,East,West Bengal
ORD00144,2025-08-25,C0679,P006,Running Shoes,Fashion,2,4200,0.2,5000,6720.0,1720.0,Northeast,Assam
ORD00145,2025-12-22,C1459,P006,Running Shoes,Fashion,3,4200,0.15,7500,10710.0,3210.0,North,Punjab
ORD00146,2025-11-17,C0777,P001,Laptop Pro 14,Electronics,1,65000,0.05,50000,61750.0,11750.0,South,Karnataka
ORD00147,2025-06-12,C1251,P012,Study Table,Furniture,1,8500,0.15,5600,7225.0,1625.0,South,Kerala
ORD00148,2025-12-27,C0663,P009,Backpack,Fashion,1,1800,0.05,950,1710.0,760.0,South,Tamil Nadu
ORD00149,2025-02-03,C0268,P002,Smartphone X,Electronics,1,32000,0.15,25000,27200.0,2200.0,East,West Bengal
ORD00150,2025-05-04,C0116,P006,Running Shoes,Fashion,4,4200,0.15,10000,14280.0,4280.0,East,West Bengal
ORD00151,2025-07-18,C1624,P019,Cookware Set,Home & Kitchen,2,4200,0.0,5000,8400.0,3400.0,North,Delhi
ORD00152,2025-11-29,C1854,P005,Monitor 27,Electronics,2,18000,0.1,25000,32400.0,7400.0,South,Karnataka
ORD00153,2025-06-06,C0754,P003,Wireless Earbuds,Electronics,3,3500,0.0,6300,10500.0,4200.0,North,Uttar Pradesh
ORD00154,2025-12-25,C1384,P009,Backpack,Fashion,1,1800,0.15,950,1530.0,580.0,North,Delhi
ORD00155,2025-02-18,C1353,P020,Bluetooth Speaker,Electronics,3,2800,0.1,4800,7560.0,2760.0,West,Rajasthan
ORD00156,2025-02-23,C1869,P005,Monitor 27,Electronics,2,18000,0.2,25000,28800.0,3800.0,West,Rajasthan
ORD00157,2025-03-22,C1064,P014,LED Desk Lamp,Furniture,3,1800,0.1,2700,4860.0,2160.0,West,Gujarat
ORD00158,2025-03-08,C0182,P016,Air Fryer,Home Appliances,5,8500,0.0,27000,42500.0,15500.0,South,Telangana
ORD00159,2025-10-25,C1514,P005,Monitor 27,Electronics,1,18000,0.15,12500,15300.0,2800.0,West,Rajasthan
ORD00160,2025-06-29,C1233,P015,Coffee Maker,Home Appliances,1,5500,0.1,3400,4950.0,1550.0,North,Uttar Pradesh
ORD00161,2025-06-24,C0903,P007,Denim Jacket,Fashion,1,3200,0.15,1900,2720.0,820.0,West,Gujarat
ORD00162,2025-08-25,C1297,P013,Bookshelf,Furniture,1,6500,0.2,4200,5200.0,1000.0,West,Goa
ORD00163,2025-01-17,C1143,P013,Bookshelf,Furniture,1,6500,0.1,4200,5850.0,1650.0,North,Punjab
ORD00164,2025-12-03,C1406,P010,Smart Watch,Electronics,4,7500,0.05,19200,28500.0,9300.0,Central,Chhattisgarh
ORD00165,2025-10-31,C0946,P002,Smartphone X,Electronics,2,32000,0.15,50000,54400.0,4400.0,West,Goa
ORD00166,2025-12-10,C1560,P018,Water Bottle,Home & Kitchen,2,800,0.05,700,1520.0,820.0,South,Karnataka
ORD00167,2025-08-30,C0258,P006,Running Shoes,Fashion,1,4200,0.15,2500,3570.0,1070.0,East,West Bengal
ORD00168,2025-04-05,C1507,P004,Mechanical Keyboard,Electronics,1,4500,0.05,2800,4275.0,1475.0,East,West Bengal
ORD00169,2025-07-19,C0509,P001,Laptop Pro 14,Electronics,1,65000,0.1,50000,58500.0,8500.0,South,Tamil Nadu
ORD00170,2025-03-07,C0092,P011,Office Chair,Furniture,4,12000,0.25,32000,36000.0,4000.0,West,Rajasthan
ORD00171,2025-04-04,C1185,P014,LED Desk Lamp,Furniture,3,1800,0.0,2700,5400.0,2700.0,West,Maharashtra
ORD00172,2025-05-05,C0149,P001,Laptop Pro 14,Electronics,1,65000,0.1,50000,58500.0,8500.0,Central,Chhattisgarh
ORD00173,2025-05-18,C0117,P010,Smart Watch,Electronics,3,7500,0.25,14400,16875.0,2475.0,West,Gujarat
ORD00174,2025-04-29,C0458,P005,Monitor 27,Electronics,1,18000,0.0,12500,18000.0,5500.0,East,Odisha
ORD00175,2025-01-21,C0565,P013,Bookshelf,Furniture,3,6500,0.25,12600,14625.0,2025.0,North,Delhi
ORD00176,2025-07-01,C0814,P004,Mechanical Keyboard,Electronics,2,4500,0.2,5600,7200.0,1600.0,South,Kerala
ORD00177,2025-08-28,C0045,P014,LED Desk Lamp,Furniture,1,1800,0.05,900,1710.0,810.0,East,Bihar
ORD00178,2025-05-22,C1801,P008,Cotton T-Shirt,Fashion,4,900,0.1,1800,3240.0,1440.0,West,Rajasthan
ORD00179,2025-08-27,C0774,P020,Bluetooth Speaker,Electronics,2,2800,0.1,3200,5040.0,1840.0,North,Haryana
ORD00180,2025-05-11,C1843,P003,Wireless Earbuds,Electronics,1,3500,0.1,2100,3150.0,1050.0,North,Uttar Pradesh
ORD00181,2025-05-08,C0234,P007,Denim Jacket,Fashion,2,3200,0.05,3800,6080.0,2280.0,Central,Madhya Pradesh
ORD00182,2025-10-23,C1399,P003,Wireless Earbuds,Electronics,1,3500,0.1,2100,3150.0,1050.0,South,Andhra Pradesh
ORD00183,2025-05-21,C1571,P019,Cookware Set,Home & Kitchen,4,4200,0.2,10000,13440.0,3440.0,South,Kerala
ORD00184,2025-09-26,C1874,P018,Water Bottle,Home & Kitchen,1,800,0.0,350,800.0,450.0,South,Karnataka
ORD00185,2025-01-08,C1973,P005,Monitor 27,Electronics,2,18000,0.25,25000,27000.0,2000.0,Central,Chhattisgarh
ORD00186,2025-12-16,C1939,P014,LED Desk Lamp,Furniture,2,1800,0.15,1800,3060.0,1260.0,North,Delhi
ORD00187,2025-08-25,C0197,P017,Mixer Grinder,Home Appliances,1,6200,0.25,3900,4650.0,750.0,North,Uttar Pradesh
ORD00188,2025-12-27,C0025,P010,Smart Watch,Electronics,1,7500,0.1,4800,6750.0,1950.0,East,West Bengal
ORD00189,2025-03-29,C0395,P010,Smart Watch,Electronics,2,7500,0.05,9600,14250.0,4650.0,North,Delhi
ORD00190,2025-07-02,C0714,P005,Monitor 27,Electronics,1,18000,0.05,12500,17100.0,4600.0,West,Maharashtra
ORD00191,2025-03-18,C1809,P002,Smartphone X,Electronics,1,32000,0.15,25000,27200.0,2200.0,East,West Bengal
ORD00192,2025-10-21,C1060,P018,Water Bottle,Home & Kitchen,3,800,0.0,1050,2400.0,1350.0,South,Andhra Pradesh
ORD00193,2025-02-15,C1498,P018,Water Bottle,Home & Kitchen,1,800,0.0,350,800.0,450.0,North,Haryana
ORD00194,2025-11-30,C0223,P013,Bookshelf,Furniture,1,6500,0.05,4200,6175.0,1975.0,South,Karnataka
ORD00195,2025-01-22,C0864,P007,Denim Jacket,Fashion,1,3200,0.15,1900,2720.0,820.0,South,Telangana
ORD00196,2025-05-09,C1813,P007,Denim Jacket,Fashion,1,3200,0.1,1900,2880.0,980.0,West,Gujarat
ORD00197,2025-08-19,C0530,P015,Coffee Maker,Home Appliances,1,5500,0.1,3400,4950.0,1550.0,West,Rajasthan
ORD00198,2025-03-20,C1212,P018,Water Bottle,Home & Kitchen,3,800,0.15,1050,2040.0,990.0,West,Gujarat
ORD00199,2025-02-26,C1426,P018,Water Bottle,Home & Kitchen,2,800,0.0,700,1600.0,900.0,East,Bihar
ORD00200,2025-06-22,C0257,P016,Air Fryer,Home Appliances,3,8500,0.15,16200,21675.0,5475.0,West,Gujarat
ORD00201,2025-08-26,C0654,P013,Bookshelf,Furniture,1,6500,0.1,4200,5850.0,1650.0,East,Odisha
ORD00202,2025-02-27,C1160,P002,Smartphone X,Electronics,2,32000,0.1,50000,57600.0,7600.0,West,Maharashtra
ORD00203,2025-05-31,C1986,P003,Wireless Earbuds,Electronics,3,3500,0.1,6300,9450.0,3150.0,South,Andhra Pradesh
ORD00204,2025-10-21,C1843,P018,Water Bottle,Home & Kitchen,3,800,0.1,1050,2160.0,1110.0,South,Karnataka
ORD00205,2025-08-19,C0591,P012,Study Table,Furniture,1,8500,0.05,5600,8075.0,2475.0,South,Karnataka
ORD00206,2025-07-03,C0444,P001,Laptop Pro 14,Electronics,1,65000,0.15,50000,55250.0,5250.0,West,Maharashtra
ORD00207,2025-08-29,C0418,P003,Wireless Earbuds,Electronics,2,3500,0.1,4200,6300.0,2100.0,North,Uttar Pradesh
ORD00208,2025-09-01,C1316,P014,LED Desk Lamp,Furniture,2,1800,0.15,1800,3060.0,1260.0,South,Telangana
ORD00209,2025-11-06,C0574,P001,Laptop Pro 14,Electronics,3,65000,0.2,150000,156000.0,6000.0,East,Bihar
ORD00210,2025-02-10,C0129,P003,Wireless Earbuds,Electronics,1,3500,0.1,2100,3150.0,1050.0,South,Telangana
ORD00211,2025-03-28,C1011,P010,Smart Watch,Electronics,1,7500,0.15,4800,6375.0,1575.0,West,Goa
ORD00212,2025-04-03,C0341,P014,LED Desk Lamp,Furniture,1,1800,0.1,900,1620.0,720.0,East,Odisha
ORD00213,2025-03-31,C0810,P013,Bookshelf,Furniture,2,6500,0.05,8400,12350.0,3950.0,South,Telangana
ORD00214,2025-04-14,C1281,P005,Monitor 27,Electronics,1,18000,0.15,12500,15300.0,2800.0,Central,Madhya Pradesh
ORD00215,2025-02-06,C0992,P014,LED Desk Lamp,Furniture,2,1800,0.05,1800,3420.0,1620.0,North,Haryana
ORD00216,2025-03-25,C1748,P005,Monitor 27,Electronics,1,18000,0.05,12500,17100.0,4600.0,West,Maharashtra
